"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000000791",477.358316832841,-3.07975994837983,0.237730559139502,-12.9548340757176,2.20612586432732e-38,3.22737829568884e-36
"ENSMUSG00000092277",75.3931305568874,-3.87975028016157,0.300163151668266,-12.9254715597116,3.23308307435185e-38,4.70522473535724e-36
"ENSMUSG00000036896",2778.90431213176,-2.29964495062887,0.178302537224062,-12.8974325684387,4.6534394789249e-38,6.73741278783725e-36
"ENSMUSG00000026536",692.466801917292,-4.78538780190323,0.371087198586497,-12.895588476593,4.76610919915008e-38,6.86515257362705e-36
"ENSMUSG00000079505",268.071888078162,-2.25233034898589,0.175751320464127,-12.8154391275007,1.34375461011437e-37,1.92568262698431e-35
"ENSMUSG00000060183",69.6321752051115,-5.56993541201152,0.434984498365623,-12.8049055378745,1.53912996032545e-37,2.19447118404168e-35
"ENSMUSG00000021750",2447.87978365202,-1.96598270268775,0.153647822306997,-12.7953827992408,1.73992996594497e-37,2.46824004461931e-35
"ENSMUSG00000026896",2379.8756161199,-2.60052472673435,0.204286863192409,-12.7297697272145,4.04029007594557e-37,5.70269686699293e-35
"ENSMUSG00000001300",3903.04744143502,1.72734841944381,0.136522782069088,12.6524554602885,1.08432110546351e-36,1.52282056051295e-34
"ENSMUSG00000050232",312.544923633761,-2.44370583490212,0.193150235903514,-12.6518397633376,1.09285336750467e-36,1.52716743216274e-34
"ENSMUSG00000034570",276.703772459549,-2.38471103486122,0.190771799314622,-12.5003330860676,7.43391553922352e-36,1.03368227557282e-33
